Date,visitor,G,home,G.1,Unnamed: 5,Att.,LOG,Notes,game_date,original_month,original_day,home_team,visitor_team,game_month,game_day,original_month_number,game_month_number,original_date,source,reschedule,day_difference
1/3/2021,Carolina Hurricanes,3,Florida Panthers,2,OT,3817.0,02:30,,2021-03-01,,,,,,,,,,,0.0,
1/3/2021,St. Louis Blues,5,Anaheim Ducks,4,,,02:29,,2021-03-01,,,,,,,,,,,0.0,
2/3/2021,Buffalo Sabres,2,New York Rangers,3,,1800.0,02:18,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Philadelphia Flyers,2,Pittsburgh Penguins,5,,2800.0,02:27,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Vancouver Canucks,2,Winnipeg Jets,5,,,02:17,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Detroit Red Wings,1,Columbus Blue Jackets,4,,1953.0,02:23,,2021-03-02,,,,,,,,,,,0.0,
2/3/2021,Ottawa Senators,1,Montreal Canadiens,3,,,02:25,,2021-03-02,,,,,,,,,,,0.0,
3/3/2021,Minnesota Wild,1,Vegas Golden Knights,5,,2610.0,02:25,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,Colorado Avalanche,4,San Jose Sharks,0,,,02:25,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,Toronto Maple Leafs,6,Edmonton Oilers,1,,,02:22,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,Washington Capitals,2,Boston Bruins,1,SO,,02:48,,2021-03-03,,,,,,,,,,,0.0,
3/3/2021,St. Louis Blues,3,Anaheim Ducks,2,,,02:28,,2021-03-03,,,,,,,,,,,0.0,
16/2/2021,New Jersey Devils,5,New York Rangers,2,,,02:35,,2021-03-04,March,4.0,Rangers,Devils,Feb.,16.0,3.0,2.0,2021-03-04,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-16.0
4/3/2021,Philadelphia Flyers,4,Pittsburgh Penguins,3,,2800.0,02:25,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Detroit Red Wings,2,Carolina Hurricanes,5,,2924.0,02:30,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Ottawa Senators,3,Calgary Flames,7,,,02:27,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Tampa Bay Lightning,3,Chicago Blackhawks,2,OT,,02:30,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Columbus Blue Jackets,3,Dallas Stars,2,,4112.0,02:18,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Winnipeg Jets,4,Montreal Canadiens,3,OT,,02:22,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Florida Panthers,5,Nashville Predators,4,,,02:36,,2021-03-04,,,,,,,,,,,0.0,
4/3/2021,Toronto Maple Leafs,1,Vancouver Canucks,3,,,02:17,,2021-03-04,,,,,,,,,,,0.0,
5/3/2021,Anaheim Ducks,2,Colorado Avalanche,3,OT,,02:32,,2021-03-05,,,,,,,,,,,0.0,
6/3/2021,New York Rangers,6,New Jersey Devils,3,,1800.0,02:23,,2021-03-05,March,5.0,Devils,Rangers,March,6.0,3.0,3.0,2021-03-05,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
5/3/2021,Minnesota Wild,5,Arizona Coyotes,1,,2541.0,02:30,,2021-03-05,,,,,,,,,,,0.0,
5/3/2021,Vegas Golden Knights,5,San Jose Sharks,4,OT,,02:32,,2021-03-05,,,,,,,,,,,0.0,
5/3/2021,St. Louis Blues,3,Los Angeles Kings,2,OT,,02:22,,2021-03-05,,,,,,,,,,,0.0,
6/3/2021,Buffalo Sabres,2,New York Islanders,5,,,02:16,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-05,March,5.0,Islanders,Sabres,March,6.0,3.0,3.0,2021-03-05,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
5/3/2021,Tampa Bay Lightning,3,Chicago Blackhawks,4,SO,,02:37,,2021-03-05,,,,,,,,,,,0.0,
5/3/2021,Washington Capitals,1,Boston Bruins,5,,,03:01,,2021-03-05,,,,,,,,,,,0.0,
6/3/2021,Florida Panthers,6,Nashville Predators,2,,,02:30,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Anaheim Ducks,5,Colorado Avalanche,4,OT,,02:39,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Columbus Blue Jackets,0,Dallas Stars,5,,4203.0,02:25,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Calgary Flames,2,Edmonton Oilers,3,,,02:24,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Winnipeg Jets,1,Montreal Canadiens,7,,,02:18,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Toronto Maple Leafs,2,Vancouver Canucks,4,,,02:30,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Vegas Golden Knights,4,San Jose Sharks,0,,,02:15,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,Minnesota Wild,2,Arizona Coyotes,5,,3141.0,02:33,,2021-03-06,,,,,,,,,,,0.0,
6/3/2021,St. Louis Blues,3,Los Angeles Kings,4,OT,,02:24,,2021-03-06,,,,,,,,,,,0.0,
21/2/2021,New Jersey Devils,3,Washington Capitals,4,,,02:28,,2021-03-07,March,7.0,Capitals,Devils,Feb.,21.0,3.0,2.0,2021-03-07,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-14.0
5/4/2021,Philadelphia Flyers,3,Boston Bruins,2,OT,2191.0,02:38,,2021-03-07,March,7.0,Bruins,Flyers,April,5.0,3.0,4.0,2021-03-07,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,29.0
7/3/2021,Tampa Bay Lightning,6,Chicago Blackhawks,3,,,02:27,,2021-03-07,,,,,,,,,,,0.0,
7/3/2021,Buffalo Sabres,2,New York Islanders,5,,,02:20,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-07,,,,,,,,,,,0.0,
7/3/2021,Ottawa Senators,4,Calgary Flames,3,SO,,02:42,,2021-03-07,,,,,,,,,,,0.0,
7/3/2021,New York Rangers,1,Pittsburgh Penguins,5,,2800.0,02:26,,2021-03-07,,,,,,,,,,,0.0,
8/3/2021,Arizona Coyotes,3,Colorado Avalanche,2,,,02:29,,2021-03-08,,,,,,,,,,,0.0,
8/3/2021,Montreal Canadiens,1,Vancouver Canucks,2,SO,,02:33,,2021-03-08,,,,,,,,,,,0.0,
8/3/2021,St. Louis Blues,2,San Jose Sharks,3,OT,,02:30,,2021-03-08,,,,,,,,,,,0.0,
8/3/2021,Vegas Golden Knights,0,Minnesota Wild,2,,,02:22,,2021-03-08,,,,,,,,,,,0.0,
8/3/2021,Ottawa Senators,2,Edmonton Oilers,3,,,02:23,,2021-03-08,,,,,,,,,,,0.0,
8/3/2021,Los Angeles Kings,5,Anaheim Ducks,6,OT,,02:27,,2021-03-08,,,,,,,,,,,0.0,
9/3/2021,Winnipeg Jets,4,Toronto Maple Leafs,3,,,02:16,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,New York Rangers,2,Pittsburgh Penguins,4,,2800.0,02:28,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,Florida Panthers,4,Columbus Blue Jackets,2,,3448.0,02:23,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,Boston Bruins,1,New York Islanders,2,SO,,02:32,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-09,,,,,,,,,,,0.0,
9/3/2021,Tampa Bay Lightning,4,Detroit Red Wings,3,OT,,02:32,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,Chicago Blackhawks,1,Dallas Stars,6,,4211.0,02:20,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,Nashville Predators,2,Carolina Hurricanes,3,OT,2924.0,02:45,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,Buffalo Sabres,4,Philadelphia Flyers,5,SO,2838.0,02:34,,2021-03-09,,,,,,,,,,,0.0,
9/3/2021,New Jersey Devils,4,Washington Capitals,5,OT,,02:35,,2021-03-09,,,,,,,,,,,0.0,
10/3/2021,Los Angeles Kings,5,Anaheim Ducks,1,,,02:21,,2021-03-10,,,,,,,,,,,0.0,
10/3/2021,Arizona Coyotes,1,Colorado Avalanche,2,OT,,02:35,,2021-03-10,,,,,,,,,,,0.0,
10/3/2021,Ottawa Senators,1,Edmonton Oilers,7,,,02:27,,2021-03-10,,,,,,,,,,,0.0,
10/3/2021,Vegas Golden Knights,3,Minnesota Wild,4,,,02:26,,2021-03-10,,,,,,,,,,,0.0,
10/3/2021,Montreal Canadiens,5,Vancouver Canucks,1,,,02:27,,2021-03-10,,,,,,,,,,,0.0,
11/3/2021,Florida Panthers,5,Columbus Blue Jackets,4,OT,3739.0,02:26,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Washington Capitals,5,Philadelphia Flyers,3,,2807.0,02:32,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,New Jersey Devils,3,New York Islanders,5,,1000.0,02:23,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Tampa Bay Lightning,4,Detroit Red Wings,6,,,02:41,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Chicago Blackhawks,4,Dallas Stars,2,,4213.0,02:23,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Montreal Canadiens,1,Calgary Flames,2,,,02:22,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Winnipeg Jets,3,Toronto Maple Leafs,4,OT,,02:27,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Nashville Predators,1,Carolina Hurricanes,5,,2924.0,02:23,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,Pittsburgh Penguins,5,Buffalo Sabres,2,,,02:22,,2021-03-11,,,,,,,,,,,0.0,
11/3/2021,New York Rangers,0,Boston Bruins,4,,,02:22,,2021-03-11,,,,,,,,,,,0.0,
12/3/2021,Ottawa Senators,2,Edmonton Oilers,6,,,02:24,,2021-03-12,,,,,,,,,,,0.0,
12/3/2021,Arizona Coyotes,0,Minnesota Wild,4,,,02:22,,2021-03-12,,,,,,,,,,,0.0,
12/3/2021,Los Angeles Kings,0,Colorado Avalanche,2,,,02:29,,2021-03-12,,,,,,,,,,,0.0,
12/3/2021,Vegas Golden Knights,5,St. Louis Blues,4,OT,,02:36,,2021-03-12,,,,,,,,,,,0.0,
12/3/2021,San Jose Sharks,6,Anaheim Ducks,0,,,02:24,,2021-03-12,,,,,,,,,,,0.0,
13/3/2021,San Jose Sharks,3,Anaheim Ducks,1,,,02:25,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Washington Capitals,5,Philadelphia Flyers,4,,3083.0,02:19,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Edmonton Oilers,1,Vancouver Canucks,2,,,02:26,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Winnipeg Jets,5,Toronto Maple Leafs,2,,,02:29,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Nashville Predators,3,Tampa Bay Lightning,6,,3800.0,02:24,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Vegas Golden Knights,5,St. Louis Blues,1,,,02:27,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,New York Islanders,3,New Jersey Devils,2,,1800.0,02:17,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Chicago Blackhawks,2,Florida Panthers,4,,4721.0,02:26,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Montreal Canadiens,1,Calgary Flames,3,,,02:25,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Dallas Stars,3,Columbus Blue Jackets,4,OT,4160.0,02:27,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,Pittsburgh Penguins,3,Buffalo Sabres,0,,,02:22,,2021-03-13,,,,,,,,,,,0.0,
13/3/2021,New York Rangers,4,Boston Bruins,0,,,02:32,,2021-03-13,,,,,,,,,,,0.0,
14/3/2021,Carolina Hurricanes,2,Detroit Red Wings,1,,,02:23,,2021-03-14,,,,,,,,,,,0.0,
14/3/2021,Los Angeles Kings,1,Colorado Avalanche,4,,,02:19,,2021-03-14,,,,,,,,,,,0.0,
14/3/2021,Arizona Coyotes,1,Minnesota Wild,4,,,02:24,,2021-03-14,,,,,,,,,,,0.0,
14/3/2021,Toronto Maple Leafs,3,Ottawa Senators,4,,,02:23,,2021-03-14,,,,,,,,,,,0.0,
27/4/2021,New York Islanders,0,Washington Capitals,1,,2133.0,02:27,,2021-03-15,March,15.0,Capitals,Islanders,April,27.0,3.0,4.0,2021-03-15,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,43.0
15/3/2021,Vancouver Canucks,3,Ottawa Senators,2,OT,,02:37,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,Montreal Canadiens,4,Winnipeg Jets,2,,,02:30,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,San Jose Sharks,1,Vegas Golden Knights,2,,3473.0,02:43,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,Nashville Predators,4,Tampa Bay Lightning,1,,3800.0,02:28,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,Boston Bruins,1,Pittsburgh Penguins,4,,2800.0,02:28,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,Philadelphia Flyers,5,New York Rangers,4,OT,1639.0,02:40,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,Chicago Blackhawks,3,Florida Panthers,6,,4512.0,02:32,,2021-03-15,,,,,,,,,,,0.0,
15/3/2021,Edmonton Oilers,3,Calgary Flames,4,,,02:22,,2021-03-15,,,,,,,,,,,0.0,
14/3/2021,Dallas Stars,2,Columbus Blue Jackets,1,SO,3992.0,02:32,,2021-03-15,March,15.0,Blue Jackets,Stars,March,14.0,3.0,3.0,2021-03-15,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-1.0
16/3/2021,Carolina Hurricanes,2,Detroit Red Wings,4,,,02:28,,2021-03-16,,,,,,,,,,,0.0,
16/3/2021,Buffalo Sabres,2,New Jersey Devils,3,,1800.0,02:27,,2021-03-16,,,,,,,,,,,0.0,
16/3/2021,Boston Bruins,2,Pittsburgh Penguins,1,,2800.0,02:30,,2021-03-16,,,,,,,,,,,0.0,
16/3/2021,New York Islanders,1,Washington Capitals,3,,,02:21,,2021-03-16,,,,,,,,,,,0.0,
20/3/2021,Arizona Coyotes,5,Anaheim Ducks,1,,,02:24,,2021-03-16,March,16.0,Ducks,Coyotes,March,20.0,3.0,3.0,2021-03-16,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,4.0
21/3/2021,Florida Panthers,3,Tampa Bay Lightning,5,,3800.0,02:36,,2021-03-16,March,16.0,Lightning,Panthers,March,21.0,3.0,3.0,2021-03-16,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,5.0
17/3/2021,Philadelphia Flyers,0,New York Rangers,9,,1723.0,02:26,,2021-03-17,,,,,,,,,,,0.0,
17/3/2021,Edmonton Oilers,7,Calgary Flames,3,,,02:23,,2021-03-17,,,,,,,,,,,0.0,
17/3/2021,Vancouver Canucks,3,Ottawa Senators,2,SO,,02:34,,2021-03-17,,,,,,,,,,,0.0,
17/3/2021,San Jose Sharks,4,Vegas Golden Knights,5,,3473.0,02:32,,2021-03-17,,,,,,,,,,,0.0,
17/3/2021,Montreal Canadiens,3,Winnipeg Jets,4,OT,,02:22,,2021-03-17,,,,,,,,,,,0.0,
17/3/2021,St. Louis Blues,1,Los Angeles Kings,4,,,02:24,,2021-03-17,,,,,,,,,,,0.0,
18/3/2021,Winnipeg Jets,1,Edmonton Oilers,2,,,02:25,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Chicago Blackhawks,2,Tampa Bay Lightning,4,,3800.0,02:22,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Philadelphia Flyers,4,New York Islanders,3,,1400.0,02:28,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Arizona Coyotes,2,Anaheim Ducks,3,OT,,02:28,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Nashville Predators,2,Florida Panthers,1,,4559.0,02:30,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Boston Bruins,4,Buffalo Sabres,1,,,02:25,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Columbus Blue Jackets,3,Carolina Hurricanes,2,OT,2924.0,02:31,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Dallas Stars,2,Detroit Red Wings,3,,,02:27,,2021-03-18,,,,,,,,,,,0.0,
18/3/2021,Minnesota Wild,1,Colorado Avalanche,5,,,02:31,,2021-03-18,,,,,,,,,,,0.0,
19/3/2021,St. Louis Blues,2,San Jose Sharks,1,SO,,02:41,,2021-03-19,,,,,,,,,,,0.0,
20/3/2021,Pittsburgh Penguins,3,New Jersey Devils,1,,1800.0,02:22,,2021-03-19,March,19.0,Devils,Penguins,March,20.0,3.0,3.0,2021-03-19,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
19/3/2021,Vegas Golden Knights,4,Los Angeles Kings,2,,,02:29,,2021-03-19,,,,,,,,,,,0.0,
19/3/2021,Vancouver Canucks,3,Montreal Canadiens,2,OT,,02:28,,2021-03-19,,,,,,,,,,,0.0,
19/3/2021,Calgary Flames,4,Toronto Maple Leafs,3,,,02:25,,2021-03-19,,,,,,,,,,,0.0,
19/3/2021,New York Rangers,1,Washington Capitals,2,,,02:20,,2021-03-19,,,,,,,,,,,0.0,
20/4/2021,Boston Bruins,2,Buffalo Sabres,0,,,02:39,,2021-03-20,March,20.0,Sabres,Bruins,April,20.0,3.0,4.0,2021-03-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,31.0
20/3/2021,St. Louis Blues,5,San Jose Sharks,2,,,02:25,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Philadelphia Flyers,1,New York Islanders,6,,1400.0,02:18,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Vancouver Canucks,4,Montreal Canadiens,5,SO,,02:36,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Nashville Predators,0,Florida Panthers,2,,4358.0,02:22,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Winnipeg Jets,2,Edmonton Oilers,4,,,02:22,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Dallas Stars,3,Detroit Red Wings,0,,,02:20,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Chicago Blackhawks,1,Tampa Bay Lightning,4,,3800.0,02:20,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Minnesota Wild,0,Colorado Avalanche,6,,,02:31,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Columbus Blue Jackets,3,Carolina Hurricanes,2,SO,2924.0,02:39,,2021-03-20,,,,,,,,,,,0.0,
20/3/2021,Calgary Flames,0,Toronto Maple Leafs,2,,,02:25,,2021-03-20,,,,,,,,,,,0.0,
21/3/2021,Vegas Golden Knights,1,Los Angeles Kings,3,,,02:29,,2021-03-21,,,,,,,,,,,0.0,
9/4/2021,Pittsburgh Penguins,6,New Jersey Devils,4,,3600.0,02:27,,2021-03-21,March,21.0,Devils,Penguins,April,9.0,3.0,4.0,2021-03-21,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,19.0
30/3/2021,Edmonton Oilers,0,Montreal Canadiens,4,,,02:29,,2021-03-22,March,22.0,Canadiens,Oilers,March,30.0,3.0,3.0,2021-03-22,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,8.0
22/3/2021,Carolina Hurricanes,3,Columbus Blue Jackets,0,,3829.0,02:17,,2021-03-22,,,,,,,,,,,0.0,
22/3/2021,Anaheim Ducks,1,Minnesota Wild,2,,,02:23,,2021-03-22,,,,,,,,,,,0.0,
22/3/2021,Winnipeg Jets,4,Vancouver Canucks,0,,,02:18,,2021-03-22,,,,,,,,,,,0.0,
22/3/2021,Los Angeles Kings,1,San Jose Sharks,2,,,02:22,,2021-03-22,,,,,,,,,,,0.0,
22/3/2021,Colorado Avalanche,5,Arizona Coyotes,1,,2593.0,02:22,,2021-03-22,,,,,,,,,,,0.0,
22/3/2021,Calgary Flames,1,Ottawa Senators,2,,,02:17,,2021-03-22,,,,,,,,,,,0.0,
22/3/2021,Buffalo Sabres,3,New York Rangers,5,,1800.0,02:24,,2021-03-22,,,,,,,,,,,0.0,
23/3/2021,New Jersey Devils,4,Philadelphia Flyers,3,,2882.0,02:28,,2021-03-23,,,,,,,,,,,0.0,
23/3/2021,Detroit Red Wings,0,Nashville Predators,2,,,02:24,,2021-03-23,,,,,,,,,,,0.0,
23/3/2021,Tampa Bay Lightning,2,Dallas Stars,1,,4103.0,02:32,,2021-03-23,,,,,,,,,,,0.0,
23/3/2021,Florida Panthers,2,Chicago Blackhawks,3,,,02:28,,2021-03-23,,,,,,,,,,,0.0,
10/5/2021,New York Islanders,2,Boston Bruins,3,OT,4565.0,02:38,,2021-03-23,March,23.0,Bruins,Islanders,May,10.0,3.0,5.0,2021-03-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,48.0
23/3/2021,Colorado Avalanche,4,Arizona Coyotes,5,SO,2539.0,02:41,,2021-03-23,,,,,,,,,,,0.0,
24/3/2021,Anaheim Ducks,2,Minnesota Wild,3,,,02:29,,2021-03-24,,,,,,,,,,,0.0,
24/3/2021,Los Angeles Kings,2,San Jose Sharks,4,,,02:24,,2021-03-24,,,,,,,,,,,0.0,
24/3/2021,Winnipeg Jets,5,Vancouver Canucks,1,,,02:24,,2021-03-24,,,,,,,,,,,0.0,
24/3/2021,Calgary Flames,1,Ottawa Senators,3,,,02:16,,2021-03-24,,,,,,,,,,,0.0,
24/3/2021,Buffalo Sabres,2,Pittsburgh Penguins,5,,2800.0,02:26,,2021-03-24,,,,,,,,,,,0.0,
25/3/2021,Carolina Hurricanes,4,Columbus Blue Jackets,3,OT,4033.0,02:32,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,New York Islanders,4,Boston Bruins,3,OT,2191.0,02:40,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,Florida Panthers,0,Chicago Blackhawks,3,,,02:21,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,Vegas Golden Knights,1,Colorado Avalanche,5,,,02:30,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,Tampa Bay Lightning,3,Dallas Stars,4,,4187.0,02:34,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,Detroit Red Wings,1,Nashville Predators,7,,,02:28,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,Toronto Maple Leafs,3,Ottawa Senators,2,OT,,02:41,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,New York Rangers,8,Philadelphia Flyers,3,,2854.0,02:32,,2021-03-25,,,,,,,,,,,0.0,
25/3/2021,New Jersey Devils,3,Washington Capitals,4,,,02:31,,2021-03-25,,,,,,,,,,,0.0,
26/3/2021,New Jersey Devils,0,Washington Capitals,4,,,02:25,,2021-03-26,,,,,,,,,,,0.0,
26/3/2021,Winnipeg Jets,3,Calgary Flames,2,,,02:24,,2021-03-26,,,,,,,,,,,0.0,
26/3/2021,San Jose Sharks,2,Arizona Coyotes,5,,3007.0,02:23,,2021-03-26,,,,,,,,,,,0.0,
25/3/2021,Buffalo Sabres,0,Pittsburgh Penguins,4,,2800.0,02:25,,2021-03-26,March,26.0,Penguins,Sabres,March,25.0,3.0,3.0,2021-03-26,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-1.0
26/3/2021,Anaheim Ducks,4,St. Louis Blues,1,,,02:23,,2021-03-26,,,,,,,,,,,0.0,
28/3/2021,Anaheim Ducks,3,St. Louis Blues,2,OT,,02:30,,2021-03-27,March,27.0,Blues,Ducks,March,28.0,3.0,3.0,2021-03-27,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
27/3/2021,Vegas Golden Knights,3,Colorado Avalanche,2,OT,,02:29,,2021-03-27,,,,,,,,,,,0.0,
27/3/2021,San Jose Sharks,0,Arizona Coyotes,4,,3217.0,02:27,,2021-03-27,,,,,,,,,,,0.0,
