Date,visitor,G,home,G.1,Unnamed: 5,Att.,LOG,Notes,game_date,original_month,original_day,home_team,visitor_team,game_month,game_day,original_month_number,game_month_number,original_date,source,reschedule,day_difference
2/4/2021,St. Louis Blues,2,Colorado Avalanche,3,,4039.0,02:28,,2021-04-20,April,20.0,Avalanche,Blues,April,2.0,4.0,4.0,2021-04-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-18.0
9/5/2021,Ottawa Senators,1,Calgary Flames,6,,,02:23,,2021-04-20,April,20.0,Flames,Senators,May,9.0,4.0,5.0,2021-04-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,19.0
20/4/2021,Anaheim Ducks,1,Los Angeles Kings,4,,1431.0,02:26,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Toronto Maple Leafs,3,Vancouver Canucks,6,,,02:25,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Carolina Hurricanes,4,Tampa Bay Lightning,1,,3800.0,02:28,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,New York Rangers,1,New York Islanders,6,,1400.0,02:11,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Columbus Blue Jackets,1,Florida Panthers,5,,4132.0,02:27,,2021-04-20,,,,,,,,,,,0.0,
20/4/2021,Detroit Red Wings,2,Dallas Stars,5,,5148.0,02:25,,2021-04-20,,,,,,,,,,,0.0,
26/4/2021,Colorado Avalanche,1,St. Louis Blues,4,,,02:23,,2021-04-20,April,20.0,Blues,Avalanche,April,26.0,4.0,4.0,2021-04-20,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,6.0
21/4/2021,Montreal Canadiens,4,Edmonton Oilers,3,,,02:25,,2021-04-21,,,,,,,,,,,0.0,
21/4/2021,Nashville Predators,4,Chicago Blackhawks,5,OT,,02:26,,2021-04-21,,,,,,,,,,,0.0,
21/4/2021,Minnesota Wild,4,Arizona Coyotes,1,,3736.0,02:23,,2021-04-21,,,,,,,,,,,0.0,
21/4/2021,San Jose Sharks,2,Vegas Golden Knights,5,,3950.0,02:26,,2021-04-21,,,,,,,,,,,0.0,
22/4/2021,Columbus Blue Jackets,1,Tampa Bay Lightning,3,,4200.0,02:23,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Boston Bruins,5,Buffalo Sabres,1,,,02:24,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Dallas Stars,3,Detroit Red Wings,7,,,02:29,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Carolina Hurricanes,4,Florida Panthers,2,,4683.0,02:39,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Washington Capitals,1,New York Islanders,0,SO,1400.0,02:28,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-22,,,,,,,,,,,0.0,
22/4/2021,New Jersey Devils,1,Pittsburgh Penguins,5,,4672.0,02:15,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Colorado Avalanche,4,St. Louis Blues,2,,,02:26,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Ottawa Senators,3,Vancouver Canucks,0,,,02:25,,2021-04-22,,,,,,,,,,,0.0,
22/4/2021,Toronto Maple Leafs,5,Winnipeg Jets,3,,,02:19,,2021-04-22,,,,,,,,,,,0.0,
23/4/2021,Montreal Canadiens,2,Calgary Flames,4,,,02:28,,2021-04-23,,,,,,,,,,,0.0,
22/2/2021,Minnesota Wild,6,San Jose Sharks,2,,,02:29,,2021-04-23,April,23.0,Sharks,Wild,Feb.,22.0,4.0,2.0,2021-04-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-60.0
23/4/2021,Boston Bruins,4,Buffalo Sabres,6,,,02:31,,2021-04-23,,,,,,,,,,,0.0,
3/3/2021,Arizona Coyotes,3,Los Angeles Kings,2,,,02:20,,2021-04-23,April,23.0,Kings,Coyotes,March,3.0,4.0,3.0,2021-04-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-51.0
24/4/2021,Vegas Golden Knights,5,Anaheim Ducks,1,,1717.0,02:25,,2021-04-23,April,23.0,Ducks,Golden Knights,April,24.0,4.0,4.0,2021-04-23,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
23/4/2021,Nashville Predators,3,Chicago Blackhawks,1,,,02:21,,2021-04-23,,,,,,,,,,,0.0,
23/4/2021,Philadelphia Flyers,1,New York Rangers,4,,1800.0,02:22,,2021-04-23,,,,,,,,,,,0.0,
24/4/2021,Colorado Avalanche,3,St. Louis Blues,5,,,02:32,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Montreal Canadiens,2,Calgary Flames,5,,,02:31,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Minnesota Wild,6,San Jose Sharks,3,,,02:20,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Washington Capitals,6,New York Islanders,3,,1400.0,02:28,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Arizona Coyotes,4,Los Angeles Kings,0,,1497.0,02:25,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Carolina Hurricanes,3,Florida Panthers,4,OT,4838.0,02:31,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,New Jersey Devils,2,Pittsburgh Penguins,4,,4672.0,02:24,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Dallas Stars,2,Detroit Red Wings,1,OT,,02:24,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Toronto Maple Leafs,4,Winnipeg Jets,1,,,02:22,,2021-04-24,,,,,,,,,,,0.0,
24/4/2021,Ottawa Senators,2,Vancouver Canucks,4,,,02:27,,2021-04-24,,,,,,,,,,,0.0,
22/3/2021,New York Islanders,2,Philadelphia Flyers,1,OT,2820.0,02:23,,2021-04-25,April,25.0,Flyers,Islanders,March,22.0,4.0,3.0,2021-04-25,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-34.0
25/4/2021,Columbus Blue Jackets,3,Tampa Bay Lightning,4,OT,4200.0,02:26,,2021-04-25,,,,,,,,,,,0.0,
25/4/2021,Boston Bruins,0,Pittsburgh Penguins,1,,4672.0,02:26,,2021-04-25,,,,,,,,,,,0.0,
25/4/2021,Buffalo Sabres,3,New York Rangers,6,,1800.0,02:20,,2021-04-25,,,,,,,,,,,0.0,
26/4/2021,Vancouver Canucks,1,Ottawa Senators,2,,,02:17,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Anaheim Ducks,1,Los Angeles Kings,4,,1373.0,02:18,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Edmonton Oilers,6,Winnipeg Jets,1,,,02:11,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Carolina Hurricanes,3,Dallas Stars,4,OT,5364.0,02:34,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Montreal Canadiens,2,Calgary Flames,1,,,02:21,,2021-04-26,,,,,,,,,,,0.0,
10/5/2021,Colorado Avalanche,2,Vegas Golden Knights,1,,7567.0,02:21,,2021-04-26,April,26.0,Golden Knights,Avalanche,May,10.0,4.0,5.0,2021-04-26,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,14.0
29/4/2021,St. Louis Blues,5,Minnesota Wild,4,OT,3000.0,02:33,,2021-04-26,April,26.0,Wild,Blues,April,29.0,4.0,4.0,2021-04-26,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,3.0
26/4/2021,Florida Panthers,1,Nashville Predators,4,,,02:26,,2021-04-26,,,,,,,,,,,0.0,
26/4/2021,Arizona Coyotes,4,San Jose Sharks,6,,520.0,02:25,,2021-04-26,,,,,,,,,,,0.0,
27/4/2021,Buffalo Sabres,1,New York Rangers,3,,1796.0,02:22,,2021-04-27,,,,,,,,,,,0.0,
7/3/2021,Washington Capitals,3,Philadelphia Flyers,1,,3023.0,02:23,,2021-04-27,April,27.0,Flyers,Capitals,March,7.0,4.0,3.0,2021-04-27,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-51.0
27/4/2021,Boston Bruins,3,Pittsburgh Penguins,1,,4672.0,02:26,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Florida Panthers,7,Nashville Predators,4,,,02:30,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Carolina Hurricanes,5,Dallas Stars,1,,6014.0,02:22,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Tampa Bay Lightning,7,Chicago Blackhawks,4,,,02:27,,2021-04-27,,,,,,,,,,,0.0,
27/4/2021,Detroit Red Wings,0,Columbus Blue Jackets,1,SO,4316.0,02:29,,2021-04-27,,,,,,,,,,,0.0,
14/3/2021,New York Islanders,3,New Jersey Devils,2,SO,1800.0,02:48,,2021-04-27,April,27.0,Devils,Islanders,March,14.0,4.0,3.0,2021-04-27,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-44.0
28/4/2021,Arizona Coyotes,2,San Jose Sharks,4,,1037.0,02:26,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Colorado Avalanche,2,Vegas Golden Knights,5,,3950.0,02:26,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Edmonton Oilers,3,Winnipeg Jets,1,,,02:24,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Toronto Maple Leafs,4,Montreal Canadiens,1,,,02:20,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,St. Louis Blues,4,Minnesota Wild,3,,3000.0,02:25,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Anaheim Ducks,3,Los Angeles Kings,2,,1763.0,02:19,,2021-04-28,,,,,,,,,,,0.0,
28/4/2021,Vancouver Canucks,3,Ottawa Senators,6,,,02:23,,2021-04-28,,,,,,,,,,,0.0,
11/4/2021,Dallas Stars,2,Nashville Predators,3,SO,,02:32,,2021-04-29,April,29.0,Predators,Stars,April,11.0,4.0,4.0,2021-04-29,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-18.0
29/4/2021,Philadelphia Flyers,3,New Jersey Devils,5,,3600.0,02:29,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Buffalo Sabres,2,Boston Bruins,5,,2191.0,02:31,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Detroit Red Wings,1,Carolina Hurricanes,3,,4987.0,02:24,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Florida Panthers,4,Chicago Blackhawks,3,OT,,02:24,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Calgary Flames,3,Edmonton Oilers,1,,,02:23,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,New York Islanders,4,New York Rangers,0,,1800.0,02:21,,2021-04-29,,,,,,,,,,,0.0,
29/4/2021,Pittsburgh Penguins,5,Washington Capitals,4,OT,2133.0,02:44,,2021-04-29,,,,,,,,,,,0.0,
30/4/2021,Winnipeg Jets,3,Montreal Canadiens,5,,,02:22,,2021-04-30,,,,,,,,,,,0.0,
29/4/2021,Vancouver Canucks,1,Toronto Maple Leafs,4,,,02:21,,2021-04-30,April,30.0,Maple Leafs,Canucks,April,29.0,4.0,4.0,2021-04-30,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-1.0
30/4/2021,Los Angeles Kings,2,Anaheim Ducks,1,,1717.0,02:24,,2021-04-30,,,,,,,,,,,0.0,
30/4/2021,Vegas Golden Knights,0,Arizona Coyotes,3,,5111.0,02:23,,2021-04-30,,,,,,,,,,,0.0,
12/5/2021,Minnesota Wild,0,St. Louis Blues,4,,,02:20,,2021-04-30,April,30.0,Blues,Wild,May,12.0,4.0,5.0,2021-04-30,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,12.0
30/4/2021,San Jose Sharks,0,Colorado Avalanche,3,,4045.0,02:21,,2021-04-30,,,,,,,,,,,0.0,
1/5/2021,Pittsburgh Penguins,3,Washington Capitals,0,,2133.0,02:25,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Vancouver Canucks,1,Toronto Maple Leafs,5,,,02:20,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,New York Rangers,0,New York Islanders,3,,1400.0,02:13,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Dallas Stars,0,Nashville Predators,1,OT,,02:29,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Ottawa Senators,2,Montreal Canadiens,3,OT,,02:25,,2021-05-01,,,,,,,,,,,0.0,
13/5/2021,Minnesota Wild,3,St. Louis Blues,7,,,02:19,,2021-05-01,May,1.0,Blues,Wild,May,13.0,5.0,5.0,2021-05-01,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,12.0
1/5/2021,Calgary Flames,1,Edmonton Oilers,4,,,02:23,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Tampa Bay Lightning,0,Detroit Red Wings,1,SO,,02:43,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,San Jose Sharks,3,Colorado Avalanche,4,,4037.0,02:30,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Florida Panthers,5,Chicago Blackhawks,4,,,02:20,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Columbus Blue Jackets,1,Carolina Hurricanes,2,OT,4987.0,02:24,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Buffalo Sabres,2,Boston Bruins,6,,2191.0,02:35,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Vegas Golden Knights,3,Arizona Coyotes,2,OT,5671.0,02:33,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,Los Angeles Kings,2,Anaheim Ducks,6,,1717.0,02:22,,2021-05-01,,,,,,,,,,,0.0,
1/5/2021,New Jersey Devils,4,Philadelphia Flyers,1,,2683.0,02:23,,2021-05-01,,,,,,,,,,,0.0,
2/5/2021,Tampa Bay Lightning,2,Detroit Red Wings,1,,,02:24,,2021-05-02,,,,,,,,,,,0.0,
3/5/2021,Edmonton Oilers,5,Vancouver Canucks,3,,,02:20,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Pittsburgh Penguins,2,Philadelphia Flyers,7,,2542.0,02:32,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Colorado Avalanche,5,San Jose Sharks,4,OT,1071.0,02:24,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Toronto Maple Leafs,2,Montreal Canadiens,3,OT,,02:31,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Vegas Golden Knights,5,Minnesota Wild,6,,3000.0,02:37,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Nashville Predators,4,Columbus Blue Jackets,3,OT,4210.0,02:30,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Anaheim Ducks,1,St. Louis Blues,3,,,02:26,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Chicago Blackhawks,2,Carolina Hurricanes,5,,4987.0,02:27,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,New York Islanders,2,Buffalo Sabres,4,,,02:26,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Washington Capitals,6,New York Rangers,3,,1800.0,02:32,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Los Angeles Kings,3,Arizona Coyotes,2,,4983.0,02:24,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Winnipeg Jets,1,Ottawa Senators,2,,,02:19,,2021-05-03,,,,,,,,,,,0.0,
3/5/2021,Boston Bruins,3,New Jersey Devils,0,,3600.0,02:23,,2021-05-03,,,,,,,,,,,0.0,
5/5/2021,Dallas Stars,2,Tampa Bay Lightning,6,,4200.0,02:26,,2021-05-04,May,4.0,Lightning,Stars,May,5.0,5.0,5.0,2021-05-04,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,1.0
4/5/2021,New York Islanders,3,Buffalo Sabres,4,SO,,02:28,,2021-05-04,,,,,,,,,,,0.0,
4/5/2021,Chicago Blackhawks,3,Carolina Hurricanes,6,,4987.0,02:24,,2021-05-04,,,,,,,,,,,0.0,
4/5/2021,Boston Bruins,3,New Jersey Devils,4,OT,3600.0,02:42,,2021-05-04,,,,,,,,,,,0.0,
4/5/2021,Pittsburgh Penguins,7,Philadelphia Flyers,3,,2961.0,02:33,,2021-05-04,,,,,,,,,,,0.0,
4/5/2021,Edmonton Oilers,4,Vancouver Canucks,1,,,02:16,,2021-05-04,,,,,,,,,,,0.0,
5/5/2021,Montreal Canadiens,1,Ottawa Senators,5,,,02:27,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Colorado Avalanche,2,San Jose Sharks,3,,1041.0,02:26,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Anaheim Ducks,3,St. Louis Blues,2,SO,,02:39,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Vegas Golden Knights,3,Minnesota Wild,2,OT,3000.0,02:38,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Los Angeles Kings,4,Arizona Coyotes,2,,6964.0,02:27,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Nashville Predators,2,Columbus Blue Jackets,4,,4084.0,02:23,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Winnipeg Jets,4,Calgary Flames,0,,,02:16,,2021-05-05,,,,,,,,,,,0.0,
5/5/2021,Washington Capitals,4,New York Rangers,2,,1800.0,02:35,,2021-05-05,,,,,,,,,,,0.0,
6/5/2021,Montreal Canadiens,2,Toronto Maple Leafs,5,,,02:23,,2021-05-06,,,,,,,,,,,0.0,
9/5/2021,Dallas Stars,2,Chicago Blackhawks,4,,3820.0,02:12,,2021-05-06,May,6.0,Blackhawks,Stars,May,9.0,5.0,5.0,2021-05-06,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,3.0
6/5/2021,Buffalo Sabres,4,Pittsburgh Penguins,8,,4672.0,02:19,,2021-05-06,,,,,,,,,,,0.0,
6/5/2021,New Jersey Devils,2,New York Islanders,1,,1400.0,02:18,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-05-06,,,,,,,,,,,0.0,
6/5/2021,Vancouver Canucks,6,Edmonton Oilers,3,,,02:29,,2021-05-06,,,,,,,,,,,0.0,
6/5/2021,New York Rangers,0,Boston Bruins,4,,2191.0,02:21,,2021-05-06,,,,,,,,,,,0.0,
7/5/2021,St. Louis Blues,3,Vegas Golden Knights,4,OT,7567.0,02:27,,2021-05-07,,,,,,,,,,,0.0,
7/5/2021,Philadelphia Flyers,4,Washington Capitals,2,,2133.0,02:23,,2021-05-07,,,,,,,,,,,0.0,
5/4/2021,Ottawa Senators,3,Winnipeg Jets,4,,,02:20,,2021-05-07,May,7.0,Jets,Senators,April,5.0,5.0,4.0,2021-05-07,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-32.0
7/5/2021,Anaheim Ducks,3,Minnesota Wild,4,OT,3000.0,02:27,,2021-05-07,,,,,,,,,,,0.0,
7/5/2021,Colorado Avalanche,3,Los Angeles Kings,2,,2115.0,02:17,,2021-05-07,,,,,,,,,,,0.0,
7/5/2021,Detroit Red Wings,5,Columbus Blue Jackets,2,,4402.0,02:14,,2021-05-07,,,,,,,,,,,0.0,
10/5/2021,Carolina Hurricanes,0,Nashville Predators,5,,,02:25,,2021-05-07,May,7.0,Predators,Hurricanes,May,10.0,5.0,5.0,2021-05-07,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,3.0
7/5/2021,Arizona Coyotes,5,San Jose Sharks,2,,1145.0,02:34,,2021-05-07,,,,,,,,,,,0.0,
7/5/2021,Dallas Stars,5,Tampa Bay Lightning,2,,4200.0,02:31,,2021-05-07,,,,,,,,,,,0.0,
10/5/2021,Dallas Stars,5,Chicago Blackhawks,4,OT,3917.0,02:26,,2021-05-08,May,8.0,Blackhawks,Stars,May,10.0,5.0,5.0,2021-05-08,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,2.0
8/5/2021,Anaheim Ducks,3,Minnesota Wild,4,OT,3300.0,02:29,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Ottawa Senators,4,Winnipeg Jets,2,,,02:16,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Detroit Red Wings,4,Columbus Blue Jackets,5,OT,4493.0,02:31,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Tampa Bay Lightning,1,Florida Panthers,5,,5040.0,02:35,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Philadelphia Flyers,1,Washington Capitals,2,OT,2133.0,02:29,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Colorado Avalanche,3,Los Angeles Kings,2,,2482.0,02:18,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,New York Rangers,5,Boston Bruins,4,,2191.0,02:33,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Carolina Hurricanes,1,Nashville Predators,3,,,02:22,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,New Jersey Devils,1,New York Islanders,5,,,02:21,at Nassau Veterans Memorial Coliseum (Uniondale NY),2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Arizona Coyotes,5,San Jose Sharks,4,OT,1249.0,02:30,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Montreal Canadiens,2,Toronto Maple Leafs,3,,,02:29,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,St. Louis Blues,1,Vegas Golden Knights,4,,7567.0,02:35,,2021-05-08,,,,,,,,,,,0.0,
8/5/2021,Buffalo Sabres,0,Pittsburgh Penguins,1,,4672.0,02:16,,2021-05-08,,,,,,,,,,,0.0,
12/5/2021,Toronto Maple Leafs,3,Ottawa Senators,4,OT,,02:22,,2021-05-10,May,10.0,Senators,Maple Leafs,May,12.0,5.0,5.0,2021-05-10,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,2.0
10/5/2021,Edmonton Oilers,4,Montreal Canadiens,3,OT,,02:26,,2021-05-10,,,,,,,,,,,0.0,
10/5/2021,St. Louis Blues,2,Los Angeles Kings,1,OT,2154.0,02:29,,2021-05-10,,,,,,,,,,,0.0,
10/5/2021,Tampa Bay Lightning,0,Florida Panthers,4,,5040.0,02:30,,2021-05-10,,,,,,,,,,,0.0,
12/5/2021,Vegas Golden Knights,6,San Jose Sharks,0,,1654.0,02:17,,2021-05-10,May,10.0,Sharks,Golden Knights,May,12.0,5.0,5.0,2021-05-10,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,2.0
11/5/2021,Boston Bruins,1,Washington Capitals,2,,2133.0,02:20,,2021-05-11,,,,,,,,,,,0.0,
1/5/2021,St. Louis Blues,3,Minnesota Wild,4,OT,3000.0,02:28,,2021-05-12,May,12.0,Wild,Blues,May,1.0,5.0,5.0,2021-05-12,https://www.sportsnet.ca/nhl/article/nhl-covid-19-schedule-changes-every-postponed-game-2020-21/,1.0,-11.0
12/5/2021,Edmonton Oilers,4,Montreal Canadiens,3,OT,,02:18,,2021-05-12,,,,,,,,,,,0.0,
13/5/2021,Vancouver Canucks,1,Calgary Flames,4,,,02:21,,2021-05-13,,,,,,,,,,,0.0,
14/5/2021,Toronto Maple Leafs,2,Winnipeg Jets,4,,,02:13,,2021-05-14,,,,,,,,,,,0.0,
15/5/2021,Vancouver Canucks,4,Edmonton Oilers,1,,,02:15,,2021-05-15,,,,,,,,,,,0.0,
16/5/2021,Calgary Flames,6,Vancouver Canucks,5,OT,,02:34,,2021-05-16,,,,,,,,,,,0.0,
18/5/2021,Calgary Flames,2,Vancouver Canucks,4,,,02:28,,2021-05-18,,,,,,,,,,,0.0,
19/5/2021,Vancouver Canucks,2,Calgary Flames,6,,,02:27,,2021-05-19,,,,,,,,,,,0.0,
,,,,,,,,,,,,,,,,,,,,,
